LapNumber,Compound,TyreLife,LapTimeSeconds
10,SOFT,2,72.373
73,HARD,10,73.888
37,SOFT,35,80.574
28,MEDIUM,31,77.114
11,MEDIUM,32,77.115
33,HARD,28,75.466
22,HARD,34,76.144
51,HARD,10,73.6
75,MEDIUM,45,79.423
21,SOFT,25,77.446
71,SOFT,5,72.94
20,SOFT,6,72.823
11,SOFT,28,78.499
35,HARD,41,76.258
19,SOFT,25,77.267
63,MEDIUM,23,75.629
58,HARD,1,73.427
19,MEDIUM,34,77.773
1,MEDIUM,8,73.669
67,MEDIUM,5,73.676
69,SOFT,42,82.586
17,HARD,39,75.936
1,SOFT,27,78.252
66,SOFT,36,80.625
23,SOFT,9,73.514
64,SOFT,49,84.223
25,MEDIUM,23,75.556
69,HARD,15,74.31
9,HARD,39,75.906
24,MEDIUM,24,75.407
61,HARD,39,76.575
27,MEDIUM,25,75.736
33,HARD,5,73.995
77,HARD,25,75.46
34,HARD,32,75.669
51,HARD,29,76.242
33,SOFT,23,76.971
74,MEDIUM,41,78.459
62,HARD,14,74.403
52,SOFT,48,84.753
7,MEDIUM,49,79.525
66,SOFT,24,77.97
58,HARD,19,74.752
39,HARD,28,75.35
70,SOFT,26,78.606
57,SOFT,2,72.907
22,HARD,20,74.863
58,SOFT,46,83.524
58,SOFT,24,77.806
68,SOFT,40,81.922
44,HARD,20,74.481
52,HARD,40,77.209
67,SOFT,38,80.856
75,MEDIUM,5,73.044
50,SOFT,35,80.239
1,HARD,27,75.105
15,SOFT,22,77.33
40,SOFT,19,76.109
33,MEDIUM,4,72.352
63,SOFT,31,79.43
67,SOFT,6,73.365
21,HARD,13,74.178
48,SOFT,16,75.529
33,HARD,9,73.508
24,SOFT,37,80.839
60,HARD,36,75.905
5,MEDIUM,20,74.956
26,HARD,23,74.58
59,SOFT,29,78.473
70,HARD,6,73.886
31,HARD,6,73.608
41,MEDIUM,21,75.551
23,MEDIUM,23,75.808
5,MEDIUM,20,74.771
33,MEDIUM,42,78.088
72,SOFT,21,76.604
50,HARD,41,76.252
13,SOFT,21,76.476
29,SOFT,45,83.572
30,MEDIUM,19,75.214
23,SOFT,5,72.572
49,SOFT,17,75.698
26,SOFT,3,72.235
45,SOFT,29,79.368
69,MEDIUM,39,78.809
77,HARD,20,75.378
35,SOFT,4,73.039
36,SOFT,47,83.316
70,MEDIUM,22,76.023
59,HARD,46,77.163
18,MEDIUM,33,77.154
21,HARD,16,74.195
67,SOFT,29,78.495
60,SOFT,31,80.07
11,HARD,33,75.939
54,SOFT,44,83.052
28,HARD,36,76.094
76,HARD,20,74.409
74,SOFT,36,80.742
70,HARD,13,74.569
51,MEDIUM,7,73.885
27,SOFT,21,76.836
50,HARD,13,73.909
64,SOFT,29,78.893
30,MEDIUM,36,77.626
13,SOFT,12,74.367
73,MEDIUM,29,77.111
50,MEDIUM,33,77.184
51,HARD,18,74.447
59,HARD,30,75.564
68,SOFT,28,79.02
63,MEDIUM,23,76.122
61,MEDIUM,22,74.998
71,HARD,5,73.549
24,SOFT,33,80.165
42,MEDIUM,47,79.641
70,MEDIUM,21,76.099
16,HARD,43,76.559
35,HARD,9,73.679
74,HARD,10,74.137
53,SOFT,6,73.271
45,HARD,15,74.075
68,MEDIUM,43,79.134
40,SOFT,24,77.375
42,SOFT,30,79.224
52,MEDIUM,22,75.533
6,HARD,27,74.872
74,MEDIUM,10,74.142
68,MEDIUM,5,73.196
53,SOFT,11,74.067
62,MEDIUM,8,73.678
44,SOFT,46,83.244
29,SOFT,45,82.771
44,MEDIUM,32,76.847
57,MEDIUM,36,77.903
17,SOFT,38,81.467
63,HARD,17,74.545
31,SOFT,45,82.991
9,SOFT,43,82.664
43,MEDIUM,45,79.249
33,MEDIUM,35,77.713
45,SOFT,39,81.407
67,MEDIUM,6,73.291
77,HARD,13,74.529
37,SOFT,40,81.975
37,SOFT,13,74.825
25,MEDIUM,11,73.708
42,HARD,24,75.14
44,MEDIUM,47,79.679
7,HARD,11,74.068
54,SOFT,38,81.541
32,MEDIUM,30,77.34
59,SOFT,37,81.231
16,SOFT,28,78.296
1,MEDIUM,19,75.211
70,MEDIUM,46,79.287
44,HARD,31,75.645
43,HARD,13,74.488
2,HARD,48,76.696
32,MEDIUM,12,74.166
58,MEDIUM,17,75.102
19,HARD,31,75.15
52,SOFT,21,76.601
75,MEDIUM,34,77.633
53,HARD,20,75.164
72,MEDIUM,22,75.401
44,HARD,25,75.018
23,HARD,35,75.928
13,SOFT,45,83.29
28,MEDIUM,21,75.517
72,HARD,23,75.037
20,MEDIUM,28,76.987
53,SOFT,8,73.947
41,SOFT,4,72.708
73,SOFT,34,80.888
15,MEDIUM,7,73.685
75,SOFT,38,81.672
7,SOFT,36,79.951
59,HARD,45,77.242
29,MEDIUM,2,72.935
45,MEDIUM,37,77.601
55,MEDIUM,10,74.293
14,SOFT,40,81.577
67,HARD,7,73.914
61,SOFT,36,81.34
63,SOFT,49,84.046
13,MEDIUM,46,79.17
68,HARD,43,76.321
72,HARD,42,76.536
36,SOFT,33,79.469
33,HARD,20,74.796
33,HARD,21,74.599
33,HARD,14,74.347
51,HARD,12,74.094
14,HARD,8,73.735
56,SOFT,34,80.164
60,SOFT,34,80.162
8,MEDIUM,22,75.964
26,SOFT,15,74.241
19,HARD,1,73.716
57,MEDIUM,34,77.723
16,SOFT,16,75.434
41,HARD,20,74.798
43,SOFT,40,81.878
46,SOFT,24,77.714
53,MEDIUM,28,76.427
3,SOFT,41,81.382
37,SOFT,18,75.993
55,HARD,34,75.782
19,HARD,40,76.192
16,HARD,48,76.934
8,HARD,12,74.297
50,SOFT,44,82.597
55,SOFT,26,78.456
4,MEDIUM,14,74.176
23,SOFT,7,72.584
12,HARD,17,74.675
29,HARD,47,76.977
66,MEDIUM,48,80.403
57,MEDIUM,7,74.061
3,SOFT,12,74.449
30,HARD,38,76.21
55,HARD,10,73.886
64,MEDIUM,46,79.843
67,MEDIUM,45,79.472
40,HARD,14,74.702
46,MEDIUM,9,73.115
3,MEDIUM,40,78.036
31,MEDIUM,7,73.114
3,MEDIUM,13,74.417
15,SOFT,35,80.786
51,SOFT,13,74.61
67,HARD,32,75.811
11,MEDIUM,25,76.023
48,SOFT,48,83.666
53,MEDIUM,19,75.372
32,SOFT,34,80.408
13,SOFT,6,72.964
75,HARD,22,75.407
19,SOFT,1,72.121
46,HARD,47,76.774
51,SOFT,23,77.508
22,HARD,35,75.042
44,SOFT,36,80.443
2,HARD,27,74.813
26,MEDIUM,22,76.003
71,HARD,11,74.379
51,HARD,3,73.387
59,MEDIUM,34,77.729
74,SOFT,19,76.533
63,SOFT,7,74.077
19,SOFT,46,83.14
6,HARD,2,73.055
27,HARD,36,75.413
52,MEDIUM,18,74.871
54,MEDIUM,16,75.239
9,HARD,5,73.773
63,SOFT,20,76.669
69,HARD,30,75.589
44,MEDIUM,24,76.545
38,SOFT,36,81.105
64,SOFT,41,82.24
77,SOFT,48,83.698
5,SOFT,22,76.53
6,SOFT,25,77.9
39,HARD,33,75.404
37,MEDIUM,48,80.022
21,HARD,39,76.034
75,HARD,41,76.836
33,HARD,8,73.794
16,HARD,34,75.885
8,SOFT,20,76.209
18,MEDIUM,18,74.689
51,MEDIUM,8,73.504
14,MEDIUM,11,73.945
67,HARD,24,75.474
12,SOFT,2,72.095
62,SOFT,36,80.597
73,MEDIUM,29,76.812
14,HARD,4,72.741
14,HARD,29,75.435
17,HARD,42,76.467
60,SOFT,4,72.402
12,SOFT,21,76.651
1,MEDIUM,1,72.263
45,HARD,46,76.699
27,HARD,13,74.288
12,HARD,13,74.008
20,SOFT,21,76.911
42,HARD,33,75.458
65,HARD,4,73.373
53,HARD,45,77.115
66,MEDIUM,32,77.483
68,MEDIUM,31,77.015
55,HARD,17,74.945
77,HARD,36,75.964
35,HARD,9,74.264
32,MEDIUM,43,79.146
46,HARD,23,74.597
54,MEDIUM,5,73.173
58,SOFT,22,76.983
49,MEDIUM,41,78.596
36,SOFT,14,74.833
46,HARD,23,75.507
61,HARD,18,74.504
22,HARD,1,73.321
37,HARD,46,77.503
7,MEDIUM,13,74.518
9,MEDIUM,23,75.917
41,HARD,3,73.162
56,SOFT,37,80.318
71,MEDIUM,43,79.278
6,HARD,38,76.443
54,SOFT,36,80.6
38,SOFT,28,78.628
66,HARD,36,76.169
72,MEDIUM,6,73.734
20,MEDIUM,34,76.908
7,SOFT,15,74.937
59,HARD,37,76.57
63,HARD,40,76.274
37,HARD,15,74.577
43,SOFT,14,75.054
44,SOFT,3,72.796
35,HARD,23,75.116
18,HARD,38,75.872
64,HARD,12,74.151
34,SOFT,45,82.796
7,HARD,13,73.794
47,MEDIUM,47,79.362
48,SOFT,34,79.963
2,HARD,14,73.643
49,HARD,45,76.792
39,SOFT,7,73.481
60,HARD,37,75.978
5,HARD,14,74.355
24,MEDIUM,46,78.96
33,SOFT,4,72.651
42,MEDIUM,44,80.044
62,SOFT,4,73.445
75,MEDIUM,47,80.315
77,HARD,40,76.515
37,HARD,4,73.669
29,SOFT,42,82.232
32,SOFT,19,76.343
76,SOFT,46,84.022
22,SOFT,21,76.928
39,MEDIUM,1,72.39
3,SOFT,17,75.827
72,HARD,48,77.398
4,MEDIUM,28,76.301
39,MEDIUM,36,78.4
15,MEDIUM,8,72.707
12,MEDIUM,12,73.882
32,HARD,46,76.562
61,MEDIUM,26,76.596
46,SOFT,38,81.44
67,SOFT,43,83.009
16,SOFT,25,77.122
76,HARD,47,77.379
25,MEDIUM,12,73.919
13,MEDIUM,34,76.62
12,MEDIUM,38,77.699
2,HARD,31,75.692
42,SOFT,18,76.138
14,MEDIUM,36,77.17
50,MEDIUM,29,76.861
71,SOFT,4,73.373
3,HARD,14,73.508
9,SOFT,43,82.762
27,HARD,12,73.491
48,SOFT,38,81.454
44,MEDIUM,17,74.521
15,MEDIUM,33,77.448
36,SOFT,11,74.361
63,MEDIUM,15,75.046
43,SOFT,23,77.196
29,HARD,15,74.314
40,HARD,45,76.558
62,SOFT,33,80.664
8,HARD,39,75.779
46,MEDIUM,33,77.29
7,MEDIUM,14,73.813
36,SOFT,11,74.293
8,SOFT,32,79.628
46,SOFT,22,77.063
72,MEDIUM,20,75.782
17,HARD,5,73.52
23,HARD,5,73.407
37,SOFT,22,77.112
31,HARD,10,74.541
47,HARD,4,73.109
30,MEDIUM,28,76.453
44,HARD,39,76.137
32,HARD,19,74.378
28,MEDIUM,27,76.832
56,SOFT,41,82.529
43,MEDIUM,13,73.918
29,SOFT,10,73.806
4,HARD,33,75.277
31,MEDIUM,12,74.371
70,MEDIUM,36,78.299
47,SOFT,23,77.674
19,HARD,44,76.384
58,SOFT,24,77.726
53,HARD,12,74.27
23,SOFT,29,79.108
60,MEDIUM,1,73.118
58,MEDIUM,38,78.512
9,HARD,33,75.357
73,HARD,30,75.649
54,SOFT,20,76.578
60,MEDIUM,19,75.145
19,SOFT,28,78.212
56,SOFT,46,83.076
34,SOFT,48,83.288
6,HARD,11,73.592
44,SOFT,47,83.592
22,HARD,27,74.759
27,HARD,7,73.444
55,SOFT,13,75.262
37,SOFT,33,79.944
33,MEDIUM,8,73.698
18,HARD,20,74.989
40,SOFT,43,82.614
46,HARD,27,75.657
24,MEDIUM,27,76.311
7,MEDIUM,3,73.052
7,SOFT,34,79.622
72,SOFT,17,76.092
40,SOFT,9,74.17
5,HARD,17,74.209
1,SOFT,40,82.015
72,HARD,45,76.611
15,MEDIUM,39,78.081
74,HARD,2,73.22
68,SOFT,27,78.409
50,HARD,33,75.921
73,HARD,14,74.374
64,HARD,34,76.2
9,HARD,7,73.123
32,HARD,33,76.038
37,SOFT,44,82.656
49,HARD,36,75.918
8,HARD,43,76.776
38,SOFT,49,84.286
55,MEDIUM,14,74.285
36,SOFT,19,76.618
8,HARD,9,73.656
31,SOFT,12,74.255
12,HARD,2,73.52
53,MEDIUM,13,74.198
35,SOFT,49,83.995
34,HARD,10,73.718
29,MEDIUM,4,73.983
60,HARD,5,73.433
48,SOFT,14,75.086
68,MEDIUM,39,78.461
41,MEDIUM,35,77.54
28,HARD,31,75.274
33,MEDIUM,7,73.464
40,SOFT,8,73.989
56,MEDIUM,36,78.09
66,HARD,43,76.606
65,SOFT,6,73.389
33,HARD,44,76.504
51,SOFT,13,74.86
51,MEDIUM,26,76.112
36,HARD,32,75.739
45,SOFT,13,75.122
1,SOFT,37,80.227
8,SOFT,25,77.198
49,MEDIUM,39,78.531
3,HARD,25,74.643
34,SOFT,32,79.635
63,HARD,16,74.199
58,MEDIUM,25,76.047
29,SOFT,34,80.325
7,MEDIUM,3,72.639
38,MEDIUM,12,73.815
65,MEDIUM,24,75.476
66,HARD,7,73.766
52,MEDIUM,31,76.836
22,SOFT,16,75.214
17,SOFT,27,78.318
52,HARD,41,76.16
15,HARD,44,76.733
47,SOFT,13,75.17
53,HARD,49,77.647
63,MEDIUM,18,75.307
62,HARD,9,73.927
72,MEDIUM,12,74.098
11,MEDIUM,3,72.341
11,HARD,26,75.464
62,MEDIUM,3,73.347
12,MEDIUM,13,74.244
54,HARD,38,76.737
69,HARD,26,74.941
4,SOFT,34,80.373
69,MEDIUM,29,76.881
1,MEDIUM,4,73.095
26,MEDIUM,27,75.917
12,MEDIUM,18,74.77
31,HARD,14,74.047
15,MEDIUM,47,79.596
69,HARD,46,77.323
77,HARD,41,76.777
7,SOFT,2,72.419
31,HARD,11,73.957
1,SOFT,31,79.165
68,SOFT,11,74.859
2,HARD,29,75.574
54,MEDIUM,31,76.882
5,MEDIUM,12,74.077
20,MEDIUM,41,78.447
3,MEDIUM,11,74.221
5,HARD,28,75.384
7,HARD,28,75.377
39,MEDIUM,9,73.779
33,SOFT,25,78.002
14,HARD,2,73.136
19,HARD,23,75.026
43,MEDIUM,49,79.581
47,MEDIUM,48,79.853
71,HARD,35,75.665
10,HARD,24,75.14
48,SOFT,8,73.606
26,SOFT,23,77.509
52,SOFT,32,79.758
62,SOFT,12,75.074
34,MEDIUM,14,74.545
38,MEDIUM,37,78.154
40,HARD,38,76.67
52,MEDIUM,2,72.745
1,SOFT,30,78.971
22,MEDIUM,18,74.96
31,MEDIUM,35,77.568
69,HARD,4,73.704
30,SOFT,31,79.425
63,SOFT,24,77.378
14,HARD,30,74.74
38,HARD,28,75.497
18,SOFT,36,80.595
69,HARD,14,74.07
43,MEDIUM,28,76.294
36,SOFT,20,75.841
23,HARD,7,73.412
47,SOFT,6,73.901
41,SOFT,20,76.394
17,HARD,43,76.194
48,SOFT,9,74.993
55,SOFT,9,74.022
47,SOFT,13,74.924
72,HARD,8,73.757
74,MEDIUM,23,76.155
46,SOFT,2,72.402
17,SOFT,46,83.246
66,HARD,21,74.507
15,SOFT,21,76.291
53,HARD,26,74.885
7,MEDIUM,39,78.033
75,HARD,47,77.769
49,SOFT,42,83.024
17,MEDIUM,14,73.86
16,MEDIUM,30,76.367
25,MEDIUM,12,74.155
55,MEDIUM,48,80.02
37,HARD,27,75.424
16,MEDIUM,21,75.308
30,SOFT,43,82.449
66,SOFT,4,72.945
69,SOFT,37,81.164
37,SOFT,45,82.513
6,HARD,6,73.465
1,SOFT,30,78.951
52,SOFT,38,81.245
2,MEDIUM,11,73.9
67,SOFT,7,73.609
63,SOFT,14,75.285
55,HARD,7,73.427
18,HARD,3,73.661
59,HARD,29,75.497
46,MEDIUM,49,79.513
7,HARD,27,74.784
41,HARD,19,74.659
77,HARD,14,74.532
8,SOFT,42,82.236
10,HARD,48,76.152
47,HARD,39,76.395
15,HARD,17,74.544
38,MEDIUM,36,77.529
18,SOFT,3,72.367
54,HARD,25,75.378
13,SOFT,18,76.552
59,HARD,14,74.167
39,SOFT,44,82.918
35,SOFT,28,78.431
9,MEDIUM,7,73.199
74,HARD,24,74.761
24,HARD,32,75.19
27,MEDIUM,3,72.798
77,HARD,49,77.29
11,MEDIUM,36,77.412
26,SOFT,25,77.559
2,HARD,23,74.639
37,SOFT,16,75.348
5,MEDIUM,27,75.853
26,MEDIUM,43,79.014
58,MEDIUM,44,79.047
27,MEDIUM,48,79.951
76,MEDIUM,35,77.814
68,SOFT,45,83.28
66,HARD,21,75.138
17,SOFT,9,73.739
12,HARD,33,75.869
31,HARD,13,74.066
26,SOFT,38,80.576
67,SOFT,44,83.168
49,HARD,8,73.733
26,SOFT,41,81.839
29,HARD,15,74.138
37,HARD,38,76.394
20,SOFT,13,74.814
22,SOFT,21,76.538
12,SOFT,3,72.528
22,HARD,32,75.641
55,SOFT,27,78.129
19,MEDIUM,34,77.51
55,MEDIUM,3,73.271
11,HARD,40,75.904
34,HARD,6,73.627
31,SOFT,2,72.278
62,HARD,32,75.67
59,MEDIUM,41,78.717
22,HARD,40,76.272
19,SOFT,41,81.669
62,SOFT,2,72.612
45,MEDIUM,1,72.675
46,MEDIUM,2,73.249
40,SOFT,22,77.046
41,HARD,41,76.72
76,HARD,4,73.353
59,MEDIUM,27,76.697
73,MEDIUM,31,77.578
72,SOFT,48,84.403
56,MEDIUM,47,79.409
56,MEDIUM,14,74.983
60,SOFT,1,71.974
75,SOFT,11,74.628
3,HARD,5,72.88
72,MEDIUM,23,76.233
71,SOFT,22,76.954
40,HARD,6,73.342
12,HARD,4,72.812
4,MEDIUM,34,77.216
47,MEDIUM,35,77.466
19,MEDIUM,1,72.209
66,MEDIUM,20,75.243
25,MEDIUM,36,77.44
30,MEDIUM,24,75.737
56,MEDIUM,15,74.502
41,HARD,42,76.477
52,HARD,26,75.581
49,HARD,27,74.673
60,HARD,8,73.744
57,MEDIUM,33,77.116
69,MEDIUM,4,73.125
12,SOFT,1,72.204
74,HARD,14,74.369
25,HARD,34,75.606
46,HARD,21,74.779
62,HARD,18,74.725
63,MEDIUM,48,80.229
60,SOFT,21,77.152
13,HARD,2,73.046
23,HARD,10,74.175
29,MEDIUM,47,79.173
54,HARD,2,73.342
43,HARD,8,73.107
20,SOFT,7,73.762
32,SOFT,2,72.051
45,SOFT,21,76.651
71,SOFT,23,78.022
24,MEDIUM,5,73.481
50,HARD,34,75.902
76,HARD,38,76.707
25,HARD,7,73.76
11,HARD,23,74.999
34,HARD,21,74.476
64,HARD,27,75.049
58,MEDIUM,23,75.642
2,SOFT,3,72.326
36,MEDIUM,6,72.905
73,MEDIUM,19,75.333
23,SOFT,31,79.093
11,MEDIUM,26,76.287
68,MEDIUM,45,79.13
22,MEDIUM,10,73.476
66,HARD,24,74.764
21,SOFT,38,81.215
28,SOFT,25,78.04
37,SOFT,41,81.86
51,SOFT,38,80.565
6,MEDIUM,18,74.837
2,SOFT,11,73.552
69,HARD,42,76.99
7,MEDIUM,23,75.618
15,MEDIUM,10,74.082
35,SOFT,43,82.597
27,HARD,1,73.369
41,HARD,25,75.216
24,HARD,2,73.466
37,HARD,25,74.999
64,HARD,12,74.494
72,HARD,30,75.8
63,HARD,40,76.747
17,MEDIUM,28,76.193
60,SOFT,47,84.12
16,HARD,15,74.175
1,HARD,31,75.378
9,HARD,6,72.638
19,MEDIUM,44,78.892
32,SOFT,13,74.381
31,SOFT,37,80.572
63,HARD,19,74.665
61,MEDIUM,1,73.492
44,HARD,27,75.397
31,MEDIUM,26,76.167
50,HARD,23,74.715
64,MEDIUM,19,75.304
17,SOFT,6,73.245
55,MEDIUM,9,73.95
6,HARD,36,75.324
66,HARD,37,76.146
20,SOFT,11,74.334
38,MEDIUM,26,76.048
55,MEDIUM,36,77.825
23,MEDIUM,18,74.629
36,SOFT,23,77.242
44,MEDIUM,34,77.267
52,HARD,36,76.217
3,HARD,49,76.499
4,HARD,22,74.734
16,MEDIUM,28,76.207
16,HARD,12,73.975
42,SOFT,5,73.335
72,MEDIUM,17,74.969
16,SOFT,16,75.554
23,MEDIUM,3,73.058
68,SOFT,36,80.607
19,MEDIUM,24,75.942
18,MEDIUM,46,79.026
61,MEDIUM,47,79.898
33,HARD,6,73.348
50,SOFT,16,75.399
64,MEDIUM,3,72.438
58,MEDIUM,20,75.024
23,HARD,36,75.555
40,SOFT,19,76.488
24,MEDIUM,36,77.433
